asv	BJ-1	BJ-2	BJ-3	HLD_A-1	HLD_A-2	HLD_A-3	HLD_B-1	HLD_B-2	HLD_B-3	MW-1	MW-2	MW-3	WLD-1	WLD-2	WLD-3	WZ-1	WZ-2	WZ-3
ASV1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
ASV1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1329	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
ASV1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0
ASV1331	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1338	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1339	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
ASV1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
ASV1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
ASV1345	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1346	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
ASV1347	0	0	0	0	0	0	0	5	0	0	0	0	14	0	10	0	0	0
ASV1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1351	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1352	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
ASV1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0
ASV1355	18	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
ASV1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1360	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
ASV1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1365	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	21	0
ASV1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1370	0	0	0	0	0	0	0	2	30	0	0	0	0	0	0	0	0	0
ASV1371	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
ASV1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1391	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	14	0
ASV1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
ASV1399	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
ASV1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
ASV1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1409	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	8	0	0
ASV1410	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
ASV1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
ASV1415	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1416	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
ASV1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1427	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
ASV1428	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
ASV1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1439	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1440	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
ASV1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1442	1	1	0	0	0	0	0	4	1	2	2	2	0	1	0	0	0	0
ASV1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1448	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1449	0	0	0	8	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV1450	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
ASV1451	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
ASV1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1463	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1464	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1465	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1474	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1475	0	0	0	6	0	0	3	0	0	0	0	0	8	0	0	0	0	0
ASV1476	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
ASV1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1492	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV1493	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
ASV1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0
ASV1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV1503	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV1504	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1509	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ASV1510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
ASV1511	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1512	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1513	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV1514	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0
ASV1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV1535	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1536	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV1537	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV1538	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1545	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV1546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ASV1550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV1551	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1560	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1561	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1566	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0
ASV1567	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV1576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1577	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1578	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV1579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1586	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV1588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV1590	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV1591	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1592	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1593	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1594	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV1595	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV1596	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASV1597	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
ASV1598	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
ASV1599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1606	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV1607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV1608	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1609	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1610	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV1611	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1612	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV1613	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV1614	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1615	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1616	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV1617	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV1618	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV1626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV1628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1630	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1631	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1632	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1633	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV1634	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
