asv	BJ-1	BJ-2	BJ-3	HLD_A-1	HLD_A-2	HLD_A-3	HLD_B-1	HLD_B-2	HLD_B-3	MW-1	MW-2	MW-3	WLD-1	WLD-2	WLD-3	WZ-1	WZ-2	WZ-3
ASV320	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1743
ASV321	0	0	0	1147	0	0	0	0	496	0	0	0	0	0	0	0	0	0
ASV322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV323	0	0	1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV324	0	0	0	0	0	0	0	1749	0	0	0	0	0	0	0	0	0	0
ASV325	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0
ASV326	0	0	0	0	0	0	0	1715	0	0	0	0	0	0	0	0	0	0
ASV327	0	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	0	0
ASV328	0	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	1096
ASV329	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV330	0	0	0	0	0	0	0	0	1686	0	0	0	0	0	0	0	0	0
ASV331	0	0	0	0	0	0	0	0	0	0	0	1683	0	0	0	0	0	0
ASV332	1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV335	0	0	0	0	0	0	0	0	1668	0	0	0	0	0	0	0	0	0
ASV336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV337	0	0	0	0	0	0	0	0	1664	0	0	0	0	0	0	0	0	0
ASV338	0	0	1657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV339	0	0	0	0	0	0	0	0	0	0	1648	0	0	0	0	0	0	0
ASV340	0	1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1566	0
ASV342	0	0	0	0	0	0	0	0	0	0	0	1638	0	0	0	0	0	0
ASV343	0	0	0	0	0	0	0	0	0	0	0	1634	0	0	0	0	0	0
ASV344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV345	0	0	0	0	0	0	0	1619	0	0	0	0	0	0	0	0	0	0
ASV346	0	0	0	0	0	0	0	0	0	1616	0	0	0	0	2	0	0	0
ASV347	1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV348	0	0	0	0	0	0	0	0	0	0	0	0	0	1594	0	0	0	0
ASV349	0	0	0	0	0	0	0	0	1592	0	0	0	0	0	0	0	0	0
ASV350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1486	0	0
ASV351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	0
ASV352	0	0	0	0	0	0	1576	0	0	0	0	0	0	0	0	0	0	0
ASV353	0	0	0	76	0	0	0	0	0	0	1494	0	0	0	0	0	0	0
ASV354	0	0	0	0	0	0	0	0	1501	0	0	0	0	0	0	0	0	0
ASV355	0	0	0	992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV356	0	0	0	0	0	0	0	0	0	0	0	0	0	1509	0	0	0	0
ASV357	0	0	0	0	0	0	0	0	0	0	996	0	0	0	0	0	0	367
ASV358	0	0	0	0	0	0	0	0	0	1531	0	0	0	0	0	0	0	0
ASV359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0
ASV360	45	0	0	6	0	0	0	3	0	0	532	0	0	0	0	76	0	0
ASV361	0	0	0	0	0	1504	0	0	0	0	0	0	0	0	0	0	0	0
ASV362	1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1489	0	0	0
ASV366	0	0	0	0	0	1487	0	0	0	0	0	0	0	0	0	0	0	0
ASV367	0	0	0	0	0	0	0	1486	0	0	0	0	0	0	0	0	0	0
ASV368	0	1483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV369	1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV370	0	0	0	0	0	0	0	0	0	1354	0	0	0	0	0	0	0	0
ASV371	0	0	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV372	0	0	0	0	0	1286	0	0	0	0	0	0	0	0	0	0	0	0
ASV373	0	0	0	0	0	0	0	1459	0	0	0	0	0	0	0	0	0	0
ASV374	1458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV375	1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV376	0	0	0	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV377	0	0	0	0	0	0	0	0	0	0	1452	0	0	0	0	0	0	0
ASV378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV379	0	1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV380	0	0	0	0	0	0	0	0	1447	0	0	0	0	0	0	0	0	0
ASV381	689	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV382	0	0	0	0	0	0	0	1443	0	0	0	0	0	0	0	0	0	0
ASV383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV384	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	0	0	0
ASV385	0	1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1146
ASV387	0	0	0	0	0	0	0	0	1427	0	0	0	0	0	0	0	0	0
ASV388	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1402	0	0
ASV389	0	0	0	418	0	0	0	0	0	0	939	0	0	0	0	0	0	0
ASV390	0	0	0	0	0	0	0	0	1397	0	0	0	0	0	0	0	0	0
ASV391	0	0	0	1198	0	0	0	0	92	0	0	0	0	0	0	0	0	0
ASV392	0	0	0	0	0	0	0	0	0	0	0	1406	0	0	0	0	0	0
ASV393	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV394	0	0	0	0	0	981	0	0	0	0	0	0	0	0	0	0	0	0
ASV395	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV396	0	0	0	0	0	0	0	0	0	1398	0	0	0	0	0	0	0	0
ASV397	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV398	0	0	0	0	0	0	0	0	1392	0	0	0	0	0	0	0	0	0
ASV399	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0
ASV400	0	0	0	0	0	0	0	0	0	0	0	0	0	1378	0	0	0	0
ASV401	0	0	0	0	0	1375	0	0	0	0	0	0	0	0	0	0	0	0
ASV402	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV403	0	0	0	0	0	0	0	0	0	0	0	0	0	1369	0	0	0	0
ASV404	0	0	0	0	0	0	0	0	1367	0	0	0	0	0	0	0	0	0
ASV405	0	0	0	0	0	0	0	0	1360	0	0	0	0	0	0	0	0	0
ASV406	0	0	0	0	0	1359	0	0	0	0	0	0	0	0	0	0	0	0
ASV407	0	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV408	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	459	0	0
ASV409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV410	0	0	0	0	0	0	0	0	0	0	0	1352	0	0	0	0	0	0
ASV411	506	4	0	88	109	57	0	0	0	0	0	5	48	297	28	44	67	9
ASV412	0	0	0	0	0	0	0	0	0	1343	0	0	0	0	0	0	0	0
ASV413	0	0	0	0	0	0	0	0	0	0	1331	0	0	0	0	0	0	0
ASV414	1018	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV415	0	0	0	0	0	0	0	0	0	1323	0	0	0	0	0	0	0	0
ASV416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1321	0
ASV417	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV418	0	0	0	6	0	0	0	0	0	117	516	0	0	0	0	0	0	0
ASV419	0	0	0	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV420	0	0	0	0	0	0	0	0	0	0	1300	0	0	0	0	0	0	0
ASV421	0	0	0	0	0	1274	0	0	0	0	0	0	0	0	0	0	0	0
ASV422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV423	0	0	0	0	0	0	0	0	0	0	1293	0	0	0	0	0	0	0
ASV424	0	0	0	0	0	0	0	0	0	0	1287	0	0	0	0	0	0	0
ASV425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV426	1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV427	0	0	0	0	0	1276	0	0	0	0	0	0	0	0	0	0	0	0
ASV428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270
ASV430	0	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV431	1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV432	1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV433	0	1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV434	0	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0
ASV435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV436	0	0	0	0	0	0	0	0	0	0	1232	0	0	0	0	0	0	0
ASV437	0	0	0	0	0	0	0	0	0	1220	0	0	0	0	0	0	0	0
ASV438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV439	0	1210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV441	0	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV444	0	0	0	0	0	0	0	0	0	1193	0	0	0	0	0	0	0	0
ASV445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV446	0	0	0	0	0	0	0	0	0	0	1183	0	0	0	0	0	0	0
ASV447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168	0
ASV449	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160
ASV451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1149
ASV452	1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV454	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV455	0	0	0	1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1105	0
ASV459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV460	0	0	0	0	0	0	0	0	0	1115	0	0	0	0	0	0	0	0
ASV461	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	486	0	0
ASV462	0	0	0	1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108
ASV465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV466	0	0	0	1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	0	0	0
ASV468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV469	0	0	0	0	0	1089	0	0	0	0	0	0	0	0	0	0	0	0
ASV470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV471	0	0	0	1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV472	0	0	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	0	0
ASV473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1076	0
ASV474	0	0	0	489	231	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV475	0	0	0	0	0	0	0	0	0	0	0	0	974	0	0	0	10	0
ASV476	0	0	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1021	0
ASV478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV479	0	0	0	800	44	0	84	0	0	0	0	0	0	0	0	0	0	0
ASV480	0	0	0	0	5	0	0	0	0	0	0	0	0	752	0	0	0	3
ASV481	0	0	0	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV482	0	0	0	0	0	0	0	0	907	0	0	0	0	0	0	0	0	0
ASV483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV484	0	0	0	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV485	0	0	0	145	0	0	0	0	0	0	0	0	214	0	0	509	0	0
ASV486	0	0	0	0	0	0	0	0	1024	0	0	0	0	0	0	0	0	0
ASV487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1024	0
ASV488	0	0	0	1005	0	0	0	15	0	0	0	0	0	0	0	0	0	0
ASV489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV490	0	0	0	0	0	0	0	0	0	0	1016	0	0	0	0	0	0	0
ASV491	0	0	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV492	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV493	0	0	0	0	0	990	0	0	0	0	0	0	0	0	0	0	0	0
ASV494	0	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV495	0	0	0	0	0	0	0	0	0	0	978	0	0	0	0	0	0	0
ASV496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977	0
ASV497	0	964	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV499	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0	0	0	0
ASV500	0	0	0	958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV501	0	0	0	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV502	0	0	0	931	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941	0
ASV506	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV508	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV509	17	0	0	17	18	0	9	14	0	0	32	0	0	17	13	41	0	82
ASV510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900
ASV515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890
ASV516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV518	0	0	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV522	0	0	0	0	0	12	10	0	0	0	0	0	0	0	18	0	0	0
ASV523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV524	0	0	0	0	0	0	0	0	0	0	867	0	0	0	0	0	0	0
ASV525	0	3	0	0	0	0	0	0	0	0	0	0	0	0	859	0	0	0
ASV526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV527	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV530	0	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV531	0	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0
ASV532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
ASV537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578
ASV538	24	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV539	0	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV540	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV541	0	0	0	0	0	0	0	0	0	0	0	787	0	0	0	0	0	0
ASV542	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV545	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747
ASV550	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739
ASV552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV553	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0
ASV554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0
ASV557	0	0	0	0	0	0	0	0	0	638	0	0	0	0	0	15	0	59
ASV558	0	0	0	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV559	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV560	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV561	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0
ASV563	0	0	0	0	0	0	0	0	0	0	681	0	0	0	0	0	0	0
ASV564	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0
ASV567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0
ASV568	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV572	0	0	0	0	0	0	0	0	0	0	0	0	0	643	0	0	0	0
ASV573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV574	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0
ASV575	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	626	0	0
ASV576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV579	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV586	0	0	0	0	0	0	0	0	0	0	607	0	0	0	0	0	0	0
ASV587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV588	0	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV591	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV595	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0
ASV596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV597	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0
ASV598	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	581
ASV599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
ASV601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0
ASV603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0
ASV606	0	0	0	0	0	0	0	0	0	101	0	0	0	472	0	0	0	0
ASV607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0
ASV609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV610	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0
ASV611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV614	0	0	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV615	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV617	0	0	0	0	0	0	8	0	0	0	29	0	0	0	0	32	0	0
ASV618	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0
ASV619	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV627	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0
ASV628	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV629	0	0	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV633	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV639	0	0	0	0	0	0	0	0	0	0	0	0	0	501	0	0	0	0
ASV640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV643	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV645	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV648	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV649	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV653	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV654	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
